w1,l1_leg,l1_top,l2,h1,l1_center,Tx_turns,Tx_width,Tx_height,Tx_space_x,Tx_space_y,Tx_preg,Rx_width,Rx_height,Rx_space_x,Rx_space_y,Rx_preg,g2,Tx_layer_space_x,Tx_layer_space_y,magnetizing_current,total_loss,coreloss,copperloss_Tx,copperloss_Rx1,copperloss_Rx2,magnetizing_copperloss_Tx,B_center,A,Lmt,hh,h1,coil_height,Tx1,Rx1,Txp1,Rxp1,B_left,B_top_left
99,41.0,2.4000000000000004,1.0,12.200000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.46,2.9000000000000004,0.27,10.5,0.17500000000000004,0.4,1.6,0.29,1.01,0.2,0.2,4.586131534024629,10.335931616273104,1.5480600276127197,2.24007477607675,1.2943712147477928,2.309639575145598,2.9437860226902437,0.11602584600455351,1774.9800000000002,68.3589209384155,0.0002499999999999998,0.003,0.0027500000000000003,0.00017500000000000005,0.00017500000000000005,0.00027,0.00029,0.10612805517402536,0.2964991828652851
69,41.0,2.0,1.0,12.200000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.46,2.9000000000000004,0.26,10.5,0.17500000000000004,1.0,1.6,0.28,1.01,0.2,0.2,4.615765275326499,10.340864823908921,1.539716313594768,2.2601446208709493,1.3034937645234141,2.187060477793925,3.0504496471258657,0.11448768109078487,1753.5,67.92004884290569,0.0003099999999999995,0.003,0.0026900000000000006,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00028000000000000003,0.1161768809188737,0.2983446704924529
93,41.0,2.3000000000000003,1.0,12.200000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.46,2.9000000000000004,0.26,10.5,0.17500000000000004,0.4,1.6,0.27,1.01,0.2,0.2,4.593631064679772,10.353702786335315,1.5480600276127197,2.24007477607675,1.2943712147477928,2.3064523047139125,2.9647444631841386,0.11630117714120193,1764.6000000000004,68.24731863167564,0.0003499999999999996,0.003,0.0026500000000000004,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00027,0.10749507747224861,0.29655783088243015
82,41.0,2.0,1.0,12.200000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.46,2.9000000000000004,0.26,10.5,0.17500000000000004,0.7000000000000001,1.6,0.28,1.01,0.2,0.2,4.6298995758000965,10.373915294488041,1.5417465775739858,2.2597344585546755,1.3017312336053113,2.2707830889845497,2.9999199357695185,0.1145089407374626,1743.4800000000002,67.71270041929301,0.0003099999999999995,0.003,0.0026900000000000006,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00028000000000000003,0.11636549054122997,0.293988869737894
66,41.0,2.0,1.0,12.200000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.48,2.3000000000000003,0.3,10.5,0.17500000000000004,0.30000000000000004,1.4000000000000001,0.29,0.99,0.1,0.2,4.555631949556863,10.421244104978685,1.5535848273049313,2.3822699800556864,1.087800493414067,2.363998456809907,3.033590347394093,0.11656020197352883,1730.1200000000001,68.81657834058763,0.00018999999999999963,0.003,0.0028100000000000004,0.00017500000000000005,0.00017500000000000005,0.0003,0.00029,0.11399082460621437,0.29760072025132883
57,41.0,2.0,1.0,12.200000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.47000000000000003,2.3000000000000003,0.3,10.4,0.17500000000000004,0.30000000000000004,1.4000000000000001,0.3,0.99,0.1,0.2,4.559170718806016,10.515615675136647,1.5536993850219822,2.4359974768358557,1.097374917005806,2.3639024234394452,3.064641472833558,0.11655872883313732,1726.78,68.76316380397921,0.00014999999999999996,0.003,0.00285,0.00017500000000000005,0.00017500000000000005,0.0003,0.0003,0.11403789730984586,0.2966079026944127
20,41.0,2.0,1.0,12.200000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.48,2.3000000000000003,0.3,10.200000000000001,0.17500000000000004,0.30000000000000004,1.4000000000000001,0.29,0.99,0.1,0.2,4.563044805976732,10.550182076663996,1.55746571273626,2.447258296219687,1.0989005563949936,2.365865284640814,3.080692226672241,0.11656601218258875,1720.1,68.70478294163004,0.00018999999999999963,0.003,0.0028100000000000004,0.00017500000000000005,0.00017500000000000005,0.0003,0.00029,0.11419929720781731,0.2979682873964398
52,41.0,2.0,1.0,11.100000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.47000000000000003,2.3000000000000003,0.24,9.600000000000001,0.17500000000000004,0.5,1.4000000000000001,0.3,0.99,0.1,0.2,4.514479965239045,10.670504716928278,1.416069134038998,2.574290553112169,1.1317526715611657,2.3670817689829593,3.181310589232985,0.11569712486021222,1594.3200000000004,69.4438795523514,0.00026999999999999984,0.003,0.0027300000000000002,0.00017500000000000005,0.00017500000000000005,0.00024,0.0003,0.11780469014422904,0.2934145491762921
62,41.0,2.0,1.0,11.100000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.48,2.3000000000000003,0.3,9.600000000000001,0.17500000000000004,0.30000000000000004,1.4000000000000001,0.29,0.99,0.1,0.2,4.532875589292398,10.690367427368916,1.4165134820054064,2.5596391986450944,1.1334759292890724,2.3994282281963577,3.181310589232985,0.11595746118220575,1588.0800000000006,69.16205767661562,0.00018999999999999963,0.003,0.0028100000000000004,0.00017500000000000005,0.00017500000000000005,0.0003,0.00029,0.11750578456591522,0.29534558147363127
19,41.0,2.0,1.0,11.100000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.47000000000000003,2.3000000000000003,0.3,9.600000000000001,0.17500000000000004,0.9,1.4000000000000001,0.3,0.99,0.4,0.2,4.482589558805926,10.69374473154132,1.4111893170097285,2.5692815136275526,1.1457969578340073,2.291580625809925,3.275896317260107,0.11506254128106971,1606.8000000000004,69.9379228980926,0.00014999999999999996,0.003,0.00285,0.00017500000000000005,0.00017500000000000005,0.0003,0.0003,0.1178619429953386,0.2929437318945657
39,41.0,2.0,1.0,11.100000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.48,2.3000000000000003,0.3,9.600000000000001,0.17500000000000004,0.2,1.4000000000000001,0.26,0.99,0.2,0.2,4.54415093394312,10.877910202327126,1.4172050757912378,2.5589598038086194,1.1409305366976659,2.420742759403708,3.340072026625894,0.1160327397710032,1584.9600000000005,68.99044673138226,0.0003099999999999995,0.003,0.0026900000000000006,0.00017500000000000005,0.00017500000000000005,0.0003,0.00026000000000000003,0.11731530495128879,0.2958032003980679
37,41.0,2.0,1.0,11.100000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.48,2.3000000000000003,0.3,9.4,0.17500000000000004,0.4,1.6,0.29,0.99,0.2,0.2,4.478712218984246,11.050357471011026,1.4139810314247785,2.6362267477728114,1.168226646784142,2.126201087213179,3.705721957816115,0.11431097875222945,1584.9600000000003,69.99847001079812,0.00018999999999999963,0.003,0.0028100000000000004,0.00017500000000000005,0.00017500000000000005,0.0003,0.00029,0.11817103974834713,0.29413286020404605
32,41.0,2.0,1.0,10.9,3.0,5.0,14.0,1.0,0.17500000000000004,0.48,2.3000000000000003,0.3,9.4,0.17500000000000004,0.30000000000000004,1.4000000000000001,0.29,0.99,0.2,0.2,4.500464416058721,11.064863263864163,1.420124830115202,2.570158702725995,1.1747484114680422,2.390902968249741,3.5089283513051837,0.11592229087862578,1561.56,69.66014481281331,0.00018999999999999963,0.003,0.0028100000000000004,0.00017500000000000005,0.00017500000000000005,0.0003,0.00029,0.11809798781554572,0.2954888658888234
41,41.0,2.0,1.0,11.100000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.48,2.3000000000000003,0.3,9.4,0.17500000000000004,0.30000000000000004,1.4000000000000001,0.29,0.99,0.1,0.2,4.5378267718956,11.16725425439287,1.4199832282263107,2.5708410708307823,1.167858279103769,2.4045089526315744,3.604062723600432,0.11594992600978173,1581.8400000000004,69.08659556799327,0.00018999999999999963,0.003,0.0028100000000000004,0.00017500000000000005,0.00017500000000000005,0.0003,0.00029,0.11797638835080985,0.2953248921817037
29,41.0,2.0,1.0,10.8,3.0,5.0,14.0,1.0,0.17500000000000004,0.47000000000000003,2.2,0.3,9.200000000000001,0.17500000000000004,0.5,1.4000000000000001,0.28,0.99,0.2,0.2,4.4818224365994315,11.364775504451123,1.4224521287863463,2.6754467423598673,1.1569737163395633,2.2733397983580126,3.836563118607333,0.11564338620818405,1551.42,69.94989368330111,0.0002299999999999993,0.003,0.0027700000000000008,0.00017500000000000005,0.00017500000000000005,0.0003,0.00028000000000000003,0.11881121043424815,0.29567170006489013
30,41.0,2.0,1.0,10.8,3.0,5.0,14.0,1.0,0.17500000000000004,0.47000000000000003,2.3000000000000003,0.3,9.200000000000001,0.17500000000000004,0.30000000000000004,1.4000000000000001,0.29,0.99,0.1,0.2,4.507749059126141,11.376953542396485,1.4212485962851669,2.610159573220411,1.1786409461296787,2.4134079039251524,3.753496522836074,0.11593259065637862,1545.3000000000002,69.54757215530063,0.00018999999999999963,0.003,0.0028100000000000004,0.00017500000000000005,0.00017500000000000005,0.0003,0.00029,0.11850778686338807,0.2970888524723074
35,41.0,2.0,1.0,10.8,3.0,5.0,14.0,1.0,0.17500000000000004,0.47000000000000003,2.3000000000000003,0.3,9.200000000000001,0.17500000000000004,0.1,1.4000000000000001,0.28,0.99,0.2,0.2,4.501821671197771,11.562701736983163,1.4219425019272938,2.652862955124533,1.1925925695590782,2.472395285403096,3.8229084249691616,0.11538095608883188,1539.1800000000003,69.63914296146521,0.0002299999999999993,0.003,0.0027700000000000008,0.00017500000000000005,0.00017500000000000005,0.0003,0.00028000000000000003,0.11777144713314544,0.29692109381872556
22,41.0,2.0,1.0,10.700000000000001,2.84,5.0,14.0,1.0,0.17500000000000004,0.47000000000000003,2.3000000000000003,0.26,9.200000000000001,0.17500000000000004,0.4,1.4000000000000001,0.28,1.01,0.1,0.2,4.666093750922851,11.793951168137141,1.4299515704725754,2.7285418627767823,1.207446855319607,2.4123021608823287,4.015708718685848,0.11354452281629134,1538.2400000000002,67.1874633649527,0.00014999999999999953,0.00284,0.0026900000000000006,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00028000000000000003,0.12005598422667757,0.2933655631047633
8,41.0,2.0,1.0,10.600000000000001,3.0,5.0,14.0,1.0,0.17500000000000004,0.47000000000000003,2.3000000000000003,0.26,9.1,0.17500000000000004,0.5,1.4000000000000001,0.3,1.01,0.2,0.2,4.729813148844665,11.96738668270881,1.4345090737622779,2.6665149920887967,1.1949984191500167,2.3720849451061876,4.299279252601531,0.11531591531624077,1528.1200000000003,66.28232301822369,0.00022999999999999974,0.003,0.0027700000000000003,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.0003,0.11932352474363687,0.296974298691711
9,44.0,2.0,1.0,8.8,3.0,5.0,14.0,0.7000000000000001,0.17500000000000004,0.48,2.2,0.26,7.1000000000000005,0.17500000000000004,0.5,1.6,0.27,1.01,0.30000000000000004,0.2,4.484416252283378,12.619201382250015,1.2971852684895757,3.341741288648831,1.394242851013426,2.2739439141762063,4.312088059921975,0.10812233941860673,1372.5600000000002,69.90943420739191,0.0003499999999999996,0.003,0.0026500000000000004,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00027,0.11266170006896238,0.29192408108124773
50,44.0,2.0,1.0,8.8,3.0,5.0,14.0,0.7000000000000001,0.17500000000000004,0.48,2.2,0.26,7.0,0.17500000000000004,0.5,1.6,0.3,1.01,0.30000000000000004,0.2,4.4850333301288,12.746499998293839,1.2973294758285712,3.3948724901659584,1.395225482421356,2.306699120818807,4.3523734290591465,0.10820746976798917,1369.9,69.89981564720293,0.00022999999999999974,0.003,0.0027700000000000003,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.0003,0.11375150674009057,0.2944178783625871
34,44.0,2.0,1.0,8.8,3.0,5.0,14.0,0.7000000000000001,0.17500000000000004,0.48,2.2,0.26,6.9,0.17500000000000004,0.5,1.6,0.3,1.01,0.30000000000000004,0.2,4.481774754920678,12.79828564430651,1.2973294758285712,3.3998495958609984,1.40035693179303,2.3100552487744626,4.390694392049447,0.10821877445736695,1367.24,69.95063788142393,0.00022999999999999974,0.003,0.0027700000000000003,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.0003,0.1136626679644967,0.29445531780305545
26,44.0,2.0,1.0,8.5,3.0,5.0,14.0,0.6000000000000001,0.17500000000000004,0.47000000000000003,2.2,0.26,6.800000000000001,0.17500000000000004,0.6000000000000001,1.6,0.28,1.01,0.2,0.2,4.4812674020650425,12.905437001999374,1.2880951643874705,3.4981347516426236,1.3647358786529427,2.271987540048241,4.482483667268095,0.10726006546590677,1336.4,69.95855743915133,0.0003099999999999995,0.003,0.0026900000000000006,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00028000000000000003,0.11409243089915201,0.2917387660557396
42,44.0,2.0,1.0,8.5,3.0,5.0,14.0,0.6000000000000001,0.17500000000000004,0.47000000000000003,2.2,0.26,6.800000000000001,0.17500000000000004,0.4,1.6,0.28,1.01,0.30000000000000004,0.2,4.504001408353427,12.921218516691741,1.2917702098699164,3.4916916251376398,1.361461834477226,2.3030246539104327,4.473270193296527,0.10761469055459602,1331.2,69.60544070126618,0.0003099999999999995,0.003,0.0026900000000000006,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00028000000000000003,0.11387872581247582,0.29053370699898584
92,44.0,2.0,1.0,8.5,3.0,5.0,14.0,0.6000000000000001,0.17500000000000004,0.48,2.2,0.26,6.800000000000001,0.17500000000000004,0.30000000000000004,1.6,0.3,1.01,0.30000000000000004,0.2,4.513851173880418,12.941075415601588,1.2917702098699164,3.5018152395306377,1.3624123283501959,2.3118074445543115,4.473270193296527,0.10788423162988796,1328.6000000000001,69.45355326769779,0.00022999999999999974,0.003,0.0027700000000000003,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.0003,0.11383954471927465,0.29124620471293794
97,44.0,2.0,1.0,8.4,3.0,5.0,14.0,0.6000000000000001,0.17500000000000004,0.47000000000000003,2.2,0.26,6.9,0.17500000000000004,0.5,1.4000000000000001,0.28,1.01,0.30000000000000004,0.2,4.514667475735933,13.011585892528759,1.2988152789407803,3.425345796268473,1.372829472493918,2.6008610256149183,4.313734319210669,0.10942369218532298,1326.1200000000003,69.44099529643871,0.0003099999999999995,0.003,0.0026900000000000006,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00028000000000000003,0.11367349290736735,0.2888725533550804
86,44.0,2.0,1.0,8.4,3.0,5.0,14.0,0.6000000000000001,0.17500000000000004,0.48,2.2,0.26,6.9,0.17500000000000004,0.4,1.4000000000000001,0.28,1.01,0.30000000000000004,0.2,4.5259178208772015,13.0227815011924,1.2995993831806918,3.419277984175828,1.372473672438732,2.6176961421864804,4.313734319210669,0.10954388379989366,1323.5400000000002,69.26838165320497,0.0003099999999999995,0.003,0.0026900000000000006,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00028000000000000003,0.11352618850220648,0.28834184439053917
83,44.0,2.0,1.0,8.3,3.0,5.0,14.0,0.6000000000000001,0.17500000000000004,0.47000000000000003,2.2,0.25,6.800000000000001,0.17500000000000004,0.8,1.4000000000000001,0.28,1.01,0.30000000000000004,0.2,4.521671605720921,13.08255974385656,1.2911757821893781,3.4344930986489084,1.386314134649807,2.5578373006784765,4.412739427689991,0.10794872019254745,1320.96,69.33343026302767,0.00032999999999999956,0.003,0.0026700000000000005,0.00017500000000000005,0.00017500000000000005,0.00025,0.00028000000000000003,0.1139952496719055,0.28993409653297597
94,44.0,2.0,1.0,8.3,3.0,5.0,14.0,0.6000000000000001,0.17500000000000004,0.48,2.2,0.26,6.800000000000001,0.17500000000000004,0.5,1.4000000000000001,0.3,1.01,0.30000000000000004,0.2,4.5275768471719955,13.10411743947359,1.2957034234794675,3.4307064405705945,1.3771861930751397,2.584755907163734,4.415765475184655,0.10879269453639082,1313.28,69.2429998495516,0.00022999999999999974,0.003,0.0027700000000000003,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.0003,0.11392572362911325,0.29083912996201666
49,44.0,2.0,1.0,8.3,3.0,5.0,14.0,0.6000000000000001,0.17500000000000004,0.48,2.2,0.28,6.800000000000001,0.17500000000000004,0.30000000000000004,1.4000000000000001,0.3,1.01,0.30000000000000004,0.2,4.548170508805979,13.284682679310563,1.2964856490695809,3.434558309562582,1.3777904863994443,2.609429499972728,4.56641873430623,0.10906085453910838,1308.16,68.92947446463853,0.00019000000000000006,0.003,0.00281,0.00017500000000000005,0.00017500000000000005,0.00028000000000000003,0.0003,0.11373894590014198,0.291010287498302
28,44.0,2.0,1.0,8.3,3.0,5.0,14.0,0.6000000000000001,0.17500000000000004,0.48,2.2,0.26,6.800000000000001,0.17500000000000004,0.1,1.4000000000000001,0.3,1.01,0.30000000000000004,0.2,4.53841927338275,13.414562119787067,1.2969893040351337,3.4433343935233225,1.3853050017759374,2.658581078006771,4.630352342445902,0.1082061732741378,1303.0400000000002,69.07757614776115,0.00022999999999999974,0.003,0.0027700000000000003,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.0003,0.1130882356549676,0.2907706148479576
38,44.0,2.0,1.0,8.200000000000001,3.0,5.0,14.0,0.5,0.17500000000000004,0.25,2.2,0.26,6.7,0.17500000000000004,0.4,1.4000000000000001,0.3,1.01,0.5,0.2,4.575354073532713,13.691500053968905,1.2724612239286694,3.6487243835980077,1.401661106263683,2.566767085621178,4.801886254557368,0.1097145490143418,1297.94,68.5199435735697,0.00022999999999999974,0.003,0.0027700000000000003,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.0003,0.11487979191507401,0.29520563647096676
6,44.0,2.0,1.0,8.200000000000001,3.0,5.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.2,0.29,6.6000000000000005,0.17500000000000004,0.1,1.4000000000000001,0.29,1.01,0.4,0.2,4.531990164557058,13.70422023884713,1.2709486210618006,3.635605145557725,1.4253752608805623,2.654475803364475,4.717815407982567,0.10946596505804171,1287.7800000000002,69.17557001763805,0.00020999999999999968,0.003,0.0027900000000000004,0.00017500000000000005,0.00017500000000000005,0.00029,0.00029,0.11463808979413337,0.29533146944016214
70,44.0,2.0,1.0,8.200000000000001,3.0,5.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.2,0.26,6.7,0.17500000000000004,0.30000000000000004,1.4000000000000001,0.29,1.01,0.4,0.2,4.544884502178414,13.705529792000732,1.269785688487549,3.611967558110342,1.4155450558835934,2.599936232808054,4.808295256711193,0.10989262926428899,1295.3999999999999,68.9793113108371,0.0002699999999999994,0.003,0.0027300000000000007,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00029,0.1152293212017363,0.2918927414817225
64,44.0,2.0,1.0,8.200000000000001,3.0,5.0,14.0,0.5,0.17500000000000004,0.31,2.2,0.25,6.7,0.17500000000000004,0.2,1.4000000000000001,0.28,1.01,0.4,0.2,4.5794277764902125,13.798793729115431,1.2702789711302482,3.644935643481908,1.4034861556461562,2.603192672391361,4.876900286465757,0.11025387925368733,1292.8600000000001,68.45899056581263,0.00032999999999999956,0.003,0.0026700000000000005,0.00017500000000000005,0.00017500000000000005,0.00025,0.00028000000000000003,0.11518923960042343,0.2964005393441987
91,44.0,2.0,1.0,8.200000000000001,3.0,5.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.2,0.29,6.7,0.17500000000000004,0.1,1.4000000000000001,0.29,1.01,0.4,0.2,4.535140311922944,13.835104102212494,1.2702789711302482,3.621196963377733,1.4232654859443006,2.644747347182985,4.875615334577226,0.10903142959931784,1290.32,69.1275200732732,0.00020999999999999968,0.003,0.0027900000000000004,0.00017500000000000005,0.00017500000000000005,0.00029,0.00029,0.114528555678992,0.2916508345736416
5,44.0,2.3000000000000003,1.0,7.1000000000000005,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.2,0.26,5.2,0.17500000000000004,0.6000000000000001,1.8,0.3,1.62,0.30000000000000004,0.2,4.547546268926246,15.817942883357897,1.3252616213430854,4.4045952455644075,1.8491288016377563,2.132690649983817,6.10626656482883,0.06712934170502559,1284.8400000000001,68.93893638636627,0.00022999999999999974,0.003,0.0027700000000000003,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.0003,0.10131896816828304,0.29034907952411265
95,44.0,2.3000000000000003,1.0,7.1000000000000005,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.2,0.26,5.2,0.17500000000000004,0.5,1.8,0.29,1.62,0.2,0.2,4.5567592862305215,15.862331637806202,1.328240837236839,4.402154968583171,1.8496998683046757,2.170989286496457,6.1112466771850595,0.06715145935913171,1282.2600000000002,68.7995532032815,0.0002699999999999994,0.003,0.0027300000000000007,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00029,0.10120588614611245,0.2895183961587944
63,44.0,2.0,1.0,7.1000000000000005,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.2,0.27,5.2,0.17500000000000004,0.7000000000000001,1.8,0.29,1.61,0.2,0.2,4.559303003603896,15.87860878985645,1.3242919576093295,4.4076445572835565,1.8391411296076436,2.1350904116426888,6.172440733713231,0.06653507592463907,1257.48,68.76116869173988,0.0002499999999999998,0.003,0.0027500000000000003,0.00017500000000000005,0.00017500000000000005,0.00027,0.00029,0.11056584823464524,0.29491204622899886
98,44.0,2.0,1.0,7.1000000000000005,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.2,0.26,5.2,0.17500000000000004,0.6000000000000001,1.8,0.3,1.62,0.30000000000000004,0.2,4.585472135834158,15.879653916511439,1.3252616213430854,4.408471626757582,1.8491288016377563,2.1394174978398572,6.157374368933157,0.06670276184392512,1254.96,68.36875106003309,0.00022999999999999974,0.003,0.0027700000000000003,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.0003,0.11076041515594552,0.2941692800561279
61,44.0,2.3000000000000003,1.0,7.1000000000000005,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.2,0.26,5.2,0.17500000000000004,0.4,1.8,0.29,1.62,0.2,0.2,4.569823470089186,15.882569891227787,1.3290427059005263,4.401738444302148,1.8501192958968848,2.1904227679431694,6.1112466771850595,0.06721746915147472,1279.68,68.6028694542648,0.0002699999999999994,0.003,0.0027300000000000007,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00029,0.10072215058582326,0.28963521255603575
96,44.0,2.0,1.0,7.1000000000000005,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.2,0.26,5.2,0.17500000000000004,0.5,1.8,0.28,1.62,0.2,0.2,4.594761988347452,15.924203005559228,1.328240837236839,4.406029202145689,1.8496998683046757,2.1778369343855055,6.162396163486519,0.06671392061111431,1252.44,68.23052069783445,0.0003099999999999995,0.003,0.0026900000000000006,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00028000000000000003,0.11068290543709985,0.29347390586915073
60,44.0,2.0,1.0,7.1000000000000005,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.2,0.26,5.2,0.17500000000000004,0.30000000000000004,1.8,0.29,1.62,0.2,0.2,4.625115438142835,15.971109233109456,1.3290427059005263,4.422176075159415,1.8580755359702135,2.199418752592781,6.162396163486519,0.06786500848590153,1247.4,67.78274123974029,0.0002699999999999994,0.003,0.0027300000000000007,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00029,0.11070094875484368,0.29438734608814765
15,44.0,2.0,1.0,7.1000000000000005,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.2,0.26,5.2,0.17500000000000004,0.1,1.8,0.28,1.62,0.2,0.2,4.61829078656132,16.066553399393097,1.3295590085366096,4.430174977428828,1.8676448350324193,2.2205497759194976,6.218624802475742,0.06740962131714279,1242.3600000000001,67.88290678010584,0.0003099999999999995,0.003,0.0026900000000000006,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00028000000000000003,0.11002783280985096,0.2945535578606762
17,44.0,2.0,1.0,6.9,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.0,0.26,5.300000000000001,0.17500000000000004,0.7000000000000001,1.4000000000000001,0.28,1.62,0.30000000000000004,0.2,4.737682275531535,16.664503000928335,1.338205059318626,4.332122326036594,1.8939319156030379,2.5612858947757955,6.538957805194281,0.06827638177491786,1240.0,66.17223036814788,0.0003099999999999995,0.003,0.0026900000000000006,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00028000000000000003,0.11220164406210778,0.2855339599528065
77,44.0,2.0,1.0,6.800000000000001,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.0,0.26,5.300000000000001,0.17500000000000004,0.7000000000000001,1.4000000000000001,0.3,1.62,0.2,0.2,4.733669220172487,16.669407174401123,1.338205059318626,4.32972220121178,1.8928439147295344,2.5639821445941715,6.544653854547009,0.06826635015678517,1230.0,66.22832909650164,0.00022999999999999974,0.003,0.0027700000000000003,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.0003,0.11215974044000944,0.28565425514296955
79,44.0,2.0,1.0,6.800000000000001,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.0,0.26,5.2,0.17500000000000004,0.7000000000000001,1.4000000000000001,0.3,1.62,0.2,0.2,4.774016861075322,16.722428079821807,1.338205059318626,4.35949127953785,1.906246050043624,2.5735576956085366,6.544927995313169,0.0714045230524813,1227.54,65.66859985428475,0.00022999999999999974,0.003,0.0027700000000000003,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.0003,0.1121549147791784,0.28533128163519306
51,44.0,2.0,1.0,6.800000000000001,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.0,0.26,5.2,0.17500000000000004,0.5,1.4000000000000001,0.27,1.62,0.2,0.2,4.777442689239754,16.758923552762106,1.3421954261450721,4.3578935720672565,1.90562760361222,2.612654125429141,6.540552825508418,0.07086448502110575,1222.62,65.62150994582674,0.0003499999999999996,0.003,0.0026500000000000004,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00027,0.11222205858148536,0.2894045649286634
48,44.0,2.0,1.0,6.800000000000001,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.0,0.26,5.300000000000001,0.17500000000000004,0.1,1.4000000000000001,0.29,1.62,0.2,0.2,4.762749713590812,16.85102672484426,1.3435274462425024,4.351854308063366,1.9139381756513862,2.6417513060393976,6.599955488847607,0.07039613660199927,1215.24,65.82395082675934,0.0002699999999999994,0.003,0.0027300000000000007,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00029,0.11222609332665084,0.2906373870227158
23,44.0,2.0,1.0,6.800000000000001,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.0,0.26,5.2,0.17500000000000004,0.1,1.4000000000000001,0.3,1.62,0.2,0.2,4.803345223377413,16.921914851610573,1.363522670442249,4.381775556064941,1.9240062035874954,2.652378475441584,6.600231946074306,0.07038725515087643,1212.7800000000002,65.26763919065722,0.00022999999999999974,0.003,0.0027700000000000003,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.0003,0.11222126481099395,0.2903087793626243
21,44.0,2.0,1.0,6.800000000000001,3.0,7.0,14.0,0.5,0.17500000000000004,0.47000000000000003,2.0,0.26,5.1000000000000005,0.17500000000000004,0.1,1.6,0.28,1.62,0.2,0.2,4.743440823231207,17.443064798352943,1.337717589821591,4.416970801067394,1.8349978075588218,2.354228158448634,7.499150441456503,0.06763999249436958,1210.32,66.09189713344145,0.0003099999999999995,0.003,0.0026900000000000006,0.00017500000000000005,0.00017500000000000005,0.00026000000000000003,0.00028000000000000003,0.11147125344302919,0.29224372794344183
